Species,Glucose_F,Galactose_F,Sucrose_F,Maltose_F,Lactose_F,Raffinose_F,Trehalose_F,Glucose,Inulin,Sucrose,Raffinose,Melibiose,Galactose,Lactose,Trehalose,Maltose,Melezitose,Methyl-?-D-glucoside,Soluble Starch,Cellobiose,Salicin,L-Sorbose,L-Rhamnose,D-Xylose,L-Arabinose,D-Arabinose,D-Ribose,Methanol,Ethanol,Glycerol,Erythritol,Ribitol,Galactitol,D-Mannitol,D-Glucitol,myo-Inositol,DL-Lactate,Succinate,Citrate,D-Gluconate,D-Glucosamine,N-Acetyl-D-glucosamine,Hexadecane,Nitrate,Nitrite,Vitamin-free,2-Keto-D-gluconate,5-Keto-D-gluconate,Saccharate,Xylitol,L-Arabinitol,Arbutin,"Propane 1,2 diol","Butane 2,3 diol",Cadaverine,Creatinine,L-Lysine,Ethylamine,50% Glucose,10% NaCl/5% glucose,Starch formation,Urease,Gelatin liquefaction,0.01% Cycloheximide,0.1% Cycloheximide,Growth at 19°C,Growth at 25°C,Growth at 30°C,Growth at 35°C,Growth at 37°C,Growth at 40°C,Growth at 45°C
Cryptococcus antarcticus var. circumpolaris,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,NA,NA,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,NA,0,0,0,0,0,0
Cryptococcus armeniacus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus arrabidensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,0,1,NA,1,1,1,0,0,0,0,0,0
Cryptococcus aureus,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus bhutanensis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Cryptococcus carnescens,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus chernovii,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,1,0,0,0,0
Cryptococcus cistialbidi,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus curvatus,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,NA,1,0,1,NA,NA,NA,NA,1,0,1,1,0,0,1,1,0,NA,NA,1,1,1,1,1,NA,NA
Cryptococcus cylindricus,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,1,1,1,0,0,0,0
Cryptococcus daszewskae,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,NA,NA,NA,NA,1,0,1,1,0,NA,1,1,0,NA,NA,1,1,1,1,NA,NA,NA
Cryptococcus diffluens,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,1,NA,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,1,1,1,0,0,0,0
Cryptococcus dimennae,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,NA,NA
Cryptococcus festucosus,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,0,1,1,1,1,1,1,1,1,NA,0,1,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,1,0,1,1,1,1,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus flavescens,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA
Cryptococcus flavus,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus fragicola,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,NA,NA,NA,NA,0,1,1,1,0,0,1,1,0,NA,NA,1,1,1,0,0,0,0
Cryptococcus friedmannii,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,1,NA,1,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,0,0,0,0,0,0
Cryptococcus fuscescens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Cryptococcus gastricus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,NA,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Cryptococcus gilvescens,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,1,0,1,1,0,0,0,0,0
Cryptococcus haglerorum,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,NA,0,0,0,1,1,NA,NA,NA,NA,1,0,1,1,NA,0,0,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus heimaeyensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus heveanensis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus huempii,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,NA,1,1,NA,NA,NA,NA,1,0,1,1,0,1,1,1,0,NA,NA,1,1,0,0,0,0,0
Cryptococcus humicola,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,NA,1,1,1,NA,NA,NA,NA,1,0,1,1,0,0,1,1,0,NA,NA,1,1,1,1,0,0,0
Cryptococcus laurentii,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1,1,NA,NA,NA,1,1,NA,1,1,NA,NA
Cryptococcus liquefaciens,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,NA,NA,1,1,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,1,1,1,0,0,0,0
Cryptococcus longus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,0,NA,1,1,0,NA,NA,1,1,1,0,0,0,0
Cryptococcus luteolus,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus magnus,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,1,0,0,0,0
Cryptococcus marinus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,NA,NA,0,1,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,NA,NA,1,1,0,0,0,0,0
Cryptococcus musci,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,0,0,1,1,0,NA,NA,1,1,1,0,0,0,0
Cryptococcus mycelialis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,1,0,1,1,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus nemorosus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus nyarrowii,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,NA,NA,NA,NA,1,1,1,1,0,1,1,1,NA,NA,NA,1,0,0,0,0,0,0
Cryptococcus oeirensis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,1,1,0,0,0,0,0
Cryptococcus paraflavus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus penaeus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus perniciosus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus phenolicus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,1,1,1,0,0,0,0
Cryptococcus podzolicus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus pseudolongus,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,0,1,1,1,1,NA,NA,NA,NA,1,0,1,1,0,NA,1,1,0,NA,NA,1,1,1,0,0,0,0
Cryptococcus ramirezgomezianus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,NA,NA,NA,NA,1,0,1,1,0,NA,1,1,0,NA,NA,1,1,1,0,0,0,0
Cryptococcus saitoi,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,1,0,0,0,0
Cryptococcus silvicola,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,1,1,0,0,0,0,0
Cryptococcus skinneri,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus surugaensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,0,0,0,0
Cryptococcus taeanensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus tephrensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus terreus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,1,1,1,0,0,0,0
Cryptococcus terricola,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,0,NA,NA,NA,NA,1,NA,1,1,NA,NA,0,1,NA,0,0,1,1,0,0,0,0,0
Cryptococcus uzbekistanensis,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,1,NA,1,NA,NA
Cryptococcus victoriae,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus vishniacii,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,NA,1,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,1,1,NA,0,0,1,0,0,0,0,0,0
Cryptococcus watticus,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,1,1,0,0,0,0,0
Cryptococcus wieringae,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,1,0,0,0,0
Cryptotrichosporon anacardii,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,1,NA,NA,NA,1,1,1,1,1,0,0
Cuniculitrema polymorpha,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0,0,1,NA,NA,0,0,NA,NA,NA,NA,0,0,1,1,NA,NA,1,NA,NA,1,1,1,1,1,0,0,0,0
Cystofilobasidium bisporidii,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,NA,NA,1,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Cystofilobasidium capitatum,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,NA,NA,1,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,0,0,0,0,0,0
Cystofilobasidium ferigula,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,NA,NA,1,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,1,1,0,0,0,0
Cystofilobasidium infirmominiatum,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,1,1,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,1,0,1,1,0,0,0,0,0
Cystofilobasidium lacus-mascardii,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,0,0,0,0,0
Cystofilobasidium macerans,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,1,1,0,0,0,0,0
Dioszegia aurantiaca,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,NA,0,0,0,NA,1,0,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Dioszegia buhagiarii,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,NA,0,0,0,NA,1,0,NA,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Dioszegia catarinonii,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,NA,0,0,0,NA,1,0,NA,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Dioszegia changbaiensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,NA,0,0,0,NA,1,0,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Dioszegia crocea,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,NA,0,0,1,NA,1,0,0,NA,1,1,1,NA,NA,1,1,0,0,0,0,0
Dioszegia fristingensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,NA,0,0,0,NA,1,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0
Dioszegia hungarica,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,NA,0,0,0,NA,1,0,0,0,1,1,0,NA,NA,1,1,0,0,0,0,0
Dioszegia statzelliae,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,1,0,0,0,0,0,0
Dioszegia takashimae,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,NA,0,0,0,NA,1,0,NA,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Dioszegia zsoltii var. zsoltii,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,NA,0,0,0,NA,1,0,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Dioszegia zsoltii var. yunnanensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,NA,0,0,0,NA,1,0,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Fellomyces borneensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,1,1,NA,NA,NA,1,1,NA,NA,0,0,1,NA,0,0,1,1,NA,1,1,1,1,1,NA,0,0,0
Fellomyces chinensis,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,1,1,NA,NA,NA,1,1,NA,NA,1,0,1,NA,0,0,1,1,NA,1,1,1,1,1,NA,0,0,0
Fellomyces distylii,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NA,NA,0,NA,0,1,1,NA,NA,1,1,NA,NA,0,0,1,NA,0,0,0,1,0,1,1,1,1,0,0,0,0,0
